Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,831.60,841.40,825.30,833.90,835.570154325357496814,7063,1249,5901632.00,2635,37.31,16.10,2.30
30-December-2014,840.00,840.00,825.00,832.20,832.288442861767562317,3089,664,2570939.00,796,25.77,15.00,-7.80
29-December-2014,835.00,835.00,819.00,828.30,828.747430074109490796,8366,1268,6933301.00,1833,21.91,16.00,-6.70
26-December-2014,816.80,828.60,813.00,824.80,823.078905504295259306,6286,1160,5173874.00,2326,37.00,15.60,8.00
24-December-2014,825.00,826.20,799.50,807.45,814.383335703113891653,7033,1227,5727558.00,964,13.71,26.70,-17.55
23-December-2014,821.80,833.50,808.80,817.15,821.346995147443075774,13395,1815,11001943.00,3020,22.55,24.70,-4.65
22-December-2014,799.40,821.70,786.00,812.35,811.388352745424292845,3005,907,2438222.00,1079,35.91,35.70,12.95
19-December-2014,808.35,822.00,803.00,807.45,809.918394730422054159,8198,1797,6639711.00,1848,22.54,19.00,-0.90
18-December-2014,781.60,803.00,778.20,800.65,795.567282793106527368,11199,1569,8909558.00,3002,26.81,24.80,19.05
17-December-2014,755.10,780.00,732.05,769.85,764.950000000000000000,12940,2002,9898453.00,3511,27.13,47.95,14.75
16-December-2014,783.60,794.00,740.05,748.30,766.961808073483200386,8274,1178,6345842.00,1894,22.89,53.95,-35.30
15-December-2014,799.80,812.75,786.50,791.50,796.792687094202073129,8779,1095,6995043.00,1569,17.87,26.25,-8.30
12-December-2014,804.50,810.00,791.25,798.20,800.020605682172962847,12812,1420,10249864.00,3303,25.78,18.75,-6.30
11-December-2014,829.00,830.00,782.60,796.50,805.970711584737023031,14545,1561,11722844.00,5299,36.43,47.40,-32.50
10-December-2014,820.50,839.70,812.50,822.85,827.048126923485089674,18846,2088,15586549.00,2677,14.20,27.20,2.35
9-December-2014,780.00,831.90,780.00,825.00,816.264383561643835616,12410,1428,10129841.00,1955,15.75,51.90,45.00
8-December-2014,820.00,830.00,797.00,804.05,807.097162097162097162,8316,881,6711820.00,1694,20.37,33.00,-15.95
5-December-2014,839.00,854.50,808.10,815.00,836.673730282544635118,23076,2059,19307083.00,3874,16.79,46.40,-24.00
4-December-2014,840.00,846.55,822.00,832.85,835.200650524033249006,27670,2514,23110002.00,4259,15.39,24.55,-7.15
3-December-2014,824.95,848.00,797.00,840.55,830.324736352021481625,92358,7963,76687132.00,13245,14.34,51.00,15.60
2-December-2014,762.25,834.00,755.00,825.65,811.340201115972863393,99644,9740,80845183.00,18002,18.07,79.00,63.40
1-December-2014,779.95,780.00,751.60,763.70,768.114399066511085180,21425,1670,16456851.00,10033,46.83,28.40,-16.25
28-November-2014,747.00,802.50,744.75,783.10,777.388085871642126559,44485,3762,34582109.00,10459,23.51,57.75,36.10
27-November-2014,772.50,775.00,742.00,745.00,750.579924572091673919,13788,1425,10348996.00,4557,33.05,33.00,-27.50
26-November-2014,776.00,776.00,755.95,762.15,764.129040533606977937,7796,1052,5957150.00,1467,18.82,20.05,-13.85
25-November-2014,782.20,782.20,742.10,759.90,759.513029315960912052,17806,1962,13523889.00,4710,26.45,40.10,-22.30
24-November-2014,783.00,783.00,761.00,771.25,770.679656923973686401,24018,2623,18510184.00,3190,13.28,22.00,-11.75
21-November-2014,775.00,782.50,754.60,774.50,771.839351603080780942,55830,4845,43091791.00,6065,10.86,27.90,-0.50
20-November-2014,735.25,773.00,720.25,759.90,751.112735929263730658,88215,8310,66259410.00,13851,15.70,52.75,24.65
19-November-2014,712.10,736.00,704.30,724.25,723.711938931297709923,32750,3314,23701566.00,8173,24.96,31.70,12.15
18-November-2014,705.50,719.00,700.85,708.15,710.168468028728819468,14341,1461,10184526.00,5806,40.49,18.15,2.65
17-November-2014,700.00,715.00,695.00,699.60,704.190669572107765451,10096,1101,7109509.00,3389,33.57,20.00,-0.40
14-November-2014,703.95,714.00,700.00,702.65,708.102421166486396538,12019,1581,8510683.00,4953,41.21,14.00,-1.30
13-November-2014,736.00,737.00,690.00,694.70,708.399139911320049147,37438,3846,26521047.00,12719,33.97,47.00,-41.30
12-November-2014,691.00,700.00,685.00,686.60,694.648286473632675898,35745,701,24830203.00,32230,90.17,15.00,-4.40
11-November-2014,688.00,694.95,685.00,688.85,689.514732142857142857,2240,305,1544513.00,620,27.68,9.95,0.85
10-November-2014,697.90,704.80,684.15,687.15,690.955532994923857868,4925,611,3402956.00,1685,34.21,20.65,-10.75
7-November-2014,704.80,705.35,690.00,696.35,695.282911719153329891,5811,718,4040289.00,2485,42.76,15.35,-8.45
5-November-2014,713.90,713.90,700.00,704.80,705.691430673041559396,5438,681,3837550.00,2464,45.31,13.90,-9.10
3-November-2014,704.50,715.00,695.95,701.75,708.183717193358328869,7468,1003,5288716.00,1837,24.60,19.05,-2.75
31-October-2014,713.80,713.80,695.00,696.65,699.805649492739208275,5027,493,3517923.00,2809,55.88,18.80,-17.15
30-October-2014,704.70,706.75,698.10,700.85,701.554845308105343901,11733,715,8231343.00,8835,75.30,8.65,-3.85
29-October-2014,693.00,702.85,689.00,696.05,695.992479284093007091,184158,544,128172583.00,181827,98.73,13.85,3.05
28-October-2014,698.45,698.45,685.50,689.10,691.329542223485925504,3517,439,2431406.00,1500,42.65,12.95,-9.35
27-October-2014,702.00,702.00,687.95,698.45,696.942895235949148404,106506,943,74228600.00,102313,96.06,14.05,-3.55
23-October-2014,685.00,707.00,685.00,698.95,697.986096982027806035,5898,716,4116722.00,2072,35.13,22.00,13.95
22-October-2014,683.50,684.00,675.30,678.05,678.949275362318840579,3174,503,2154985.00,1243,39.16,8.70,-5.45
21-October-2014,697.40,697.40,674.00,675.25,679.097366597366597366,5772,527,3919750.00,1145,19.84,23.40,-22.15
20-October-2014,663.00,700.00,663.00,681.20,671.200211452419937315,1223916,2586,821492678.00,1204924,98.45,37.00,18.20
17-October-2014,648.00,669.75,641.45,661.30,656.723823975720789074,15816,1868,10386744.00,3672,23.22,28.30,13.30
16-October-2014,709.00,709.00,601.20,636.30,648.544181383013131509,30918,3395,20051689.00,7114,23.01,107.80,-72.70
14-October-2014,709.80,712.60,697.20,702.60,705.966441441441441441,4440,726,3134491.00,2071,46.64,15.40,-7.20
13-October-2014,705.00,705.00,696.40,703.70,701.848808253290643898,2811,584,1972897.00,909,32.34,8.60,-1.30
10-October-2014,710.00,712.15,695.25,700.10,705.835815047021943573,2552,409,1801293.00,761,29.82,16.90,-9.90
9-October-2014,705.50,720.90,705.50,712.80,715.358314570601479575,6218,647,4448098.00,1218,19.59,15.40,7.30
8-October-2014,708.00,710.00,697.30,702.55,702.440459610027855153,2872,272,2017409.00,1312,45.68,12.70,-5.45
7-October-2014,710.45,710.45,693.10,703.05,701.089241352952417351,5233,676,3668800.00,1752,33.48,17.35,-7.40
1-October-2014,714.60,720.00,706.00,710.20,710.766167749223383225,3541,377,2516823.00,1360,38.41,14.00,-4.40
30-September-2014,709.00,714.95,706.10,711.60,710.711595273264401772,2708,250,1924607.00,1115,41.17,8.85,2.60
29-September-2014,720.90,725.70,700.00,704.15,709.092935145977267662,13461,931,9545100.00,5638,41.88,25.70,-16.75
26-September-2014,705.00,721.50,705.00,715.50,713.131136616068122917,13505,1069,9630836.00,3721,27.55,16.50,10.50
25-September-2014,719.95,722.00,706.00,713.45,712.401951282548297473,15477,1311,11025845.00,2594,16.76,16.00,-6.50
24-September-2014,709.75,717.00,691.00,705.70,701.841348973607038123,13640,1398,9573116.00,2180,15.98,26.00,-4.05
23-September-2014,728.00,732.55,696.35,702.35,718.185735366453516969,10165,654,7300358.00,1742,17.14,36.20,-25.65
22-September-2014,730.00,730.00,711.10,723.85,720.156017104459376908,8185,713,5894477.00,1449,17.70,18.90,-6.15
19-September-2014,712.00,734.90,712.00,727.30,727.476568653189813599,15236,1055,11083833.00,5529,36.29,22.90,15.30
18-September-2014,703.75,723.00,699.90,713.65,713.739269102990033222,15050,893,10741776.00,5052,33.57,23.10,9.90
17-September-2014,690.05,700.00,690.05,696.50,694.413081805359661495,5672,489,3938711.00,1589,28.01,9.95,6.45
16-September-2014,713.00,719.00,683.30,689.25,699.733210739242368517,13595,991,9512873.00,4194,30.85,35.70,-23.75
15-September-2014,712.00,715.00,708.00,711.20,711.579766536964980544,6682,735,4754776.00,1886,28.23,7.00,-0.80
12-September-2014,724.00,724.00,705.45,711.45,710.025584795321637426,8208,781,5827890.00,2732,33.28,18.55,-12.55
11-September-2014,723.00,725.00,710.00,712.45,715.980403979499547784,6634,556,4749814.00,1603,24.16,15.00,-10.55
10-September-2014,740.00,740.00,718.00,719.45,725.234745154343144292,6965,492,5051260.00,1669,23.96,22.00,-20.55
9-September-2014,735.00,735.00,725.00,733.45,730.809270154237557640,12578,1177,9192119.00,2746,21.83,10.00,-1.55
8-September-2014,739.00,744.55,717.60,734.45,732.163341595221648856,24611,1961,18019272.00,3240,13.16,26.95,-4.55
5-September-2014,702.00,736.70,700.00,725.90,724.993263426793844378,48541,3649,35191898.00,9416,19.40,36.70,23.90
4-September-2014,705.00,708.40,700.00,704.90,704.243594538993828314,10694,826,7531181.00,2564,23.98,8.40,-0.10
3-September-2014,716.95,717.00,708.00,711.25,711.362953244274809160,8384,759,5964067.00,1480,17.65,9.00,-5.70
